Error,d,Clase
0.06000000000000005,2,"KNN, k = 3 - Train diagonal"
0.11409999999999998,2,"KNN, k = 3 - Test diagonal"
0.07199999999999995,2,"KNN, k = 3 - Train paralelo"
0.12039999999999995,2,"KNN, k = 3 - Test paralelo"
0.09599999999999997,2,"KNN, k = 3 - Train diagonal"
0.12019999999999997,2,"KNN, k = 3 - Test diagonal"
0.05600000000000005,2,"KNN, k = 3 - Train paralelo"
0.11819999999999997,2,"KNN, k = 3 - Test paralelo"
0.052000000000000046,2,"KNN, k = 3 - Train diagonal"
0.1269,2,"KNN, k = 3 - Test diagonal"
0.07199999999999995,2,"KNN, k = 3 - Train paralelo"
0.11580000000000001,2,"KNN, k = 3 - Test paralelo"
0.06799999999999995,2,"KNN, k = 3 - Train diagonal"
0.12419999999999998,2,"KNN, k = 3 - Test diagonal"
0.06399999999999995,2,"KNN, k = 3 - Train paralelo"
0.11229999999999996,2,"KNN, k = 3 - Test paralelo"
0.05600000000000005,2,"KNN, k = 3 - Train diagonal"
0.11529999999999996,2,"KNN, k = 3 - Test diagonal"
0.08399999999999996,2,"KNN, k = 3 - Train paralelo"
0.12660000000000005,2,"KNN, k = 3 - Test paralelo"
0.06799999999999995,2,"KNN, k = 3 - Train diagonal"
0.11650000000000005,2,"KNN, k = 3 - Test diagonal"
0.12,2,"KNN, k = 3 - Train paralelo"
0.12580000000000002,2,"KNN, k = 3 - Test paralelo"
0.09199999999999997,2,"KNN, k = 3 - Train diagonal"
0.11950000000000005,2,"KNN, k = 3 - Test diagonal"
0.07199999999999995,2,"KNN, k = 3 - Train paralelo"
0.11460000000000004,2,"KNN, k = 3 - Test paralelo"
0.09599999999999997,2,"KNN, k = 3 - Train diagonal"
0.11360000000000003,2,"KNN, k = 3 - Test diagonal"
0.07199999999999995,2,"KNN, k = 3 - Train paralelo"
0.14370000000000005,2,"KNN, k = 3 - Test paralelo"
0.08399999999999996,2,"KNN, k = 3 - Train diagonal"
0.11680000000000001,2,"KNN, k = 3 - Test diagonal"
0.07199999999999995,2,"KNN, k = 3 - Train paralelo"
0.11380000000000001,2,"KNN, k = 3 - Test paralelo"
0.06799999999999995,2,"KNN, k = 3 - Train diagonal"
0.10309999999999997,2,"KNN, k = 3 - Test diagonal"
0.040000000000000036,2,"KNN, k = 3 - Train paralelo"
0.11329999999999996,2,"KNN, k = 3 - Test paralelo"
0.09999999999999998,2,"KNN, k = 3 - Train diagonal"
0.12250000000000005,2,"KNN, k = 3 - Test diagonal"
0.09599999999999997,2,"KNN, k = 3 - Train paralelo"
0.13339999999999996,2,"KNN, k = 3 - Test paralelo"
0.07599999999999996,2,"KNN, k = 3 - Train diagonal"
0.11939999999999995,2,"KNN, k = 3 - Test diagonal"
0.06000000000000005,2,"KNN, k = 3 - Train paralelo"
0.11570000000000003,2,"KNN, k = 3 - Test paralelo"
0.05600000000000005,2,"KNN, k = 3 - Train diagonal"
0.10999999999999999,2,"KNN, k = 3 - Test diagonal"
0.09599999999999997,2,"KNN, k = 3 - Train paralelo"
0.13570000000000004,2,"KNN, k = 3 - Test paralelo"
0.05600000000000005,2,"KNN, k = 3 - Train diagonal"
0.11960000000000004,2,"KNN, k = 3 - Test diagonal"
0.08799999999999997,2,"KNN, k = 3 - Train paralelo"
0.12450000000000006,2,"KNN, k = 3 - Test paralelo"
0.07199999999999995,2,"KNN, k = 3 - Train diagonal"
0.12519999999999998,2,"KNN, k = 3 - Test diagonal"
0.04800000000000004,2,"KNN, k = 3 - Train paralelo"
0.12960000000000005,2,"KNN, k = 3 - Test paralelo"
0.07599999999999996,2,"KNN, k = 3 - Train diagonal"
0.11339999999999995,2,"KNN, k = 3 - Test diagonal"
0.06000000000000005,2,"KNN, k = 3 - Train paralelo"
0.10940000000000005,2,"KNN, k = 3 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.15390000000000004,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.16359999999999997,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.16669999999999996,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.16669999999999996,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.1593,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.14300000000000002,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.15259999999999996,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.1623,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.14659999999999995,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.1481,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.131,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.13439999999999996,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.1593,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.15080000000000005,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.15159999999999996,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.13629999999999998,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.17149999999999999,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.16800000000000004,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.13870000000000005,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.14170000000000005,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.16700000000000004,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.16959999999999997,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.14980000000000004,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.1634,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.15869999999999995,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.13419999999999999,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.19099999999999995,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.17700000000000005,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.15200000000000002,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.16749999999999998,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.15869999999999995,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.15669999999999995,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.15249999999999997,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.15610000000000002,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.14139999999999997,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.14659999999999995,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.13980000000000004,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.15410000000000001,4,"KNN, k = 1 - Test paralelo"
0.0,4,"KNN, k = 1 - Train diagonal"
0.13570000000000004,4,"KNN, k = 1 - Test diagonal"
0.0,4,"KNN, k = 1 - Train paralelo"
0.14270000000000005,4,"KNN, k = 1 - Test paralelo"
0.08399999999999996,4,"KNN, k = 3 - Train diagonal"
0.11950000000000005,4,"KNN, k = 3 - Test diagonal"
0.052000000000000046,4,"KNN, k = 3 - Train paralelo"
0.13160000000000005,4,"KNN, k = 3 - Test paralelo"
0.08799999999999997,4,"KNN, k = 3 - Train diagonal"
0.13180000000000003,4,"KNN, k = 3 - Test diagonal"
0.07199999999999995,4,"KNN, k = 3 - Train paralelo"
0.12170000000000003,4,"KNN, k = 3 - Test paralelo"
0.05600000000000005,4,"KNN, k = 3 - Train diagonal"
0.123,4,"KNN, k = 3 - Test diagonal"
0.07999999999999996,4,"KNN, k = 3 - Train paralelo"
0.12390000000000001,4,"KNN, k = 3 - Test paralelo"
0.07199999999999995,4,"KNN, k = 3 - Train diagonal"
0.11929999999999996,4,"KNN, k = 3 - Test diagonal"
0.08799999999999997,4,"KNN, k = 3 - Train paralelo"
0.12409999999999999,4,"KNN, k = 3 - Test paralelo"
0.06000000000000005,4,"KNN, k = 3 - Train diagonal"
0.1199,4,"KNN, k = 3 - Test diagonal"
0.09199999999999997,4,"KNN, k = 3 - Train paralelo"
0.13729999999999998,4,"KNN, k = 3 - Test paralelo"
0.07199999999999995,4,"KNN, k = 3 - Train diagonal"
0.1269,4,"KNN, k = 3 - Test diagonal"
0.05600000000000005,4,"KNN, k = 3 - Train paralelo"
0.12219999999999998,4,"KNN, k = 3 - Test paralelo"
0.08399999999999996,4,"KNN, k = 3 - Train diagonal"
0.13839999999999997,4,"KNN, k = 3 - Test diagonal"
0.06000000000000005,4,"KNN, k = 3 - Train paralelo"
0.13319999999999999,4,"KNN, k = 3 - Test paralelo"
0.06399999999999995,4,"KNN, k = 3 - Train diagonal"
0.123,4,"KNN, k = 3 - Test diagonal"
0.06799999999999995,4,"KNN, k = 3 - Train paralelo"
0.11939999999999995,4,"KNN, k = 3 - Test paralelo"
0.07199999999999995,4,"KNN, k = 3 - Train diagonal"
0.11980000000000002,4,"KNN, k = 3 - Test diagonal"
0.07199999999999995,4,"KNN, k = 3 - Train paralelo"
0.12209999999999999,4,"KNN, k = 3 - Test paralelo"
0.052000000000000046,4,"KNN, k = 3 - Train diagonal"
0.1269,4,"KNN, k = 3 - Test diagonal"
0.06000000000000005,4,"KNN, k = 3 - Train paralelo"
0.12549999999999994,4,"KNN, k = 3 - Test paralelo"
0.04800000000000004,4,"KNN, k = 3 - Train diagonal"
0.1291,4,"KNN, k = 3 - Test diagonal"
0.09199999999999997,4,"KNN, k = 3 - Train paralelo"
0.12960000000000005,4,"KNN, k = 3 - Test paralelo"
0.04800000000000004,4,"KNN, k = 3 - Train diagonal"
0.11299999999999999,4,"KNN, k = 3 - Test diagonal"
0.06000000000000005,4,"KNN, k = 3 - Train paralelo"
0.12860000000000005,4,"KNN, k = 3 - Test paralelo"
0.05600000000000005,4,"KNN, k = 3 - Train diagonal"
0.11339999999999995,4,"KNN, k = 3 - Test diagonal"
0.06000000000000005,4,"KNN, k = 3 - Train paralelo"
0.12219999999999998,4,"KNN, k = 3 - Test paralelo"
0.09599999999999997,4,"KNN, k = 3 - Train diagonal"
0.13590000000000002,4,"KNN, k = 3 - Test diagonal"
0.06799999999999995,4,"KNN, k = 3 - Train paralelo"
0.13739999999999997,4,"KNN, k = 3 - Test paralelo"
0.06799999999999995,4,"KNN, k = 3 - Train diagonal"
0.12080000000000002,4,"KNN, k = 3 - Test diagonal"
0.07199999999999995,4,"KNN, k = 3 - Train paralelo"
0.11760000000000004,4,"KNN, k = 3 - Test paralelo"
0.06399999999999995,4,"KNN, k = 3 - Train diagonal"
0.12350000000000005,4,"KNN, k = 3 - Test diagonal"
0.08399999999999996,4,"KNN, k = 3 - Train paralelo"
0.1261,4,"KNN, k = 3 - Test paralelo"
0.07199999999999995,4,"KNN, k = 3 - Train diagonal"
0.11760000000000004,4,"KNN, k = 3 - Test diagonal"
0.09199999999999997,4,"KNN, k = 3 - Train paralelo"
0.12729999999999997,4,"KNN, k = 3 - Test paralelo"
0.08799999999999997,4,"KNN, k = 3 - Train diagonal"
0.11939999999999995,4,"KNN, k = 3 - Test diagonal"
0.11599999999999999,4,"KNN, k = 3 - Train paralelo"
0.13119999999999998,4,"KNN, k = 3 - Test paralelo"
0.11599999999999999,4,"KNN, k = 3 - Train diagonal"
0.13539999999999996,4,"KNN, k = 3 - Test diagonal"
0.07599999999999996,4,"KNN, k = 3 - Train paralelo"
0.15339999999999998,4,"KNN, k = 3 - Test paralelo"
0.08399999999999996,4,"KNN, k = 3 - Train diagonal"
0.1402,4,"KNN, k = 3 - Test diagonal"
0.06399999999999995,4,"KNN, k = 3 - Train paralelo"
0.13749999999999996,4,"KNN, k = 3 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.19510000000000005,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.1845,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.18430000000000002,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.17659999999999998,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.1956,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.18479999999999996,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.18210000000000004,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.1763,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.18359999999999999,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.18369999999999997,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.17359999999999998,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.18920000000000003,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.18069999999999997,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.17859999999999998,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.19440000000000002,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.1694,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.1774,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.1805,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.17900000000000005,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.1835,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.18869999999999998,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.18359999999999999,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.18700000000000006,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.16779999999999995,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.18899999999999995,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.20289999999999997,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.16069999999999995,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.17800000000000005,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.1866,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.16379999999999995,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.19679999999999997,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.1855,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.17320000000000002,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.1592,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.19430000000000003,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.1785,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.19779999999999998,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.1693,8,"KNN, k = 1 - Test paralelo"
0.0,8,"KNN, k = 1 - Train diagonal"
0.1785,8,"KNN, k = 1 - Test diagonal"
0.0,8,"KNN, k = 1 - Train paralelo"
0.17279999999999995,8,"KNN, k = 1 - Test paralelo"
0.08399999999999996,8,"KNN, k = 3 - Train diagonal"
0.1442,8,"KNN, k = 3 - Test diagonal"
0.07199999999999995,8,"KNN, k = 3 - Train paralelo"
0.14300000000000002,8,"KNN, k = 3 - Test paralelo"
0.06799999999999995,8,"KNN, k = 3 - Train diagonal"
0.15249999999999997,8,"KNN, k = 3 - Test diagonal"
0.07199999999999995,8,"KNN, k = 3 - Train paralelo"
0.1501,8,"KNN, k = 3 - Test paralelo"
0.06799999999999995,8,"KNN, k = 3 - Train diagonal"
0.13780000000000003,8,"KNN, k = 3 - Test diagonal"
0.07999999999999996,8,"KNN, k = 3 - Train paralelo"
0.14100000000000001,8,"KNN, k = 3 - Test paralelo"
0.04400000000000004,8,"KNN, k = 3 - Train diagonal"
0.13149999999999995,8,"KNN, k = 3 - Test diagonal"
0.08399999999999996,8,"KNN, k = 3 - Train paralelo"
0.13280000000000003,8,"KNN, k = 3 - Test paralelo"
0.08399999999999996,8,"KNN, k = 3 - Train diagonal"
0.1441,8,"KNN, k = 3 - Test diagonal"
0.132,8,"KNN, k = 3 - Train paralelo"
0.1493,8,"KNN, k = 3 - Test paralelo"
0.07999999999999996,8,"KNN, k = 3 - Train diagonal"
0.13580000000000003,8,"KNN, k = 3 - Test diagonal"
0.08799999999999997,8,"KNN, k = 3 - Train paralelo"
0.14870000000000005,8,"KNN, k = 3 - Test paralelo"
0.10399999999999998,8,"KNN, k = 3 - Train diagonal"
0.135,8,"KNN, k = 3 - Test diagonal"
0.07999999999999996,8,"KNN, k = 3 - Train paralelo"
0.14249999999999996,8,"KNN, k = 3 - Test paralelo"
0.08399999999999996,8,"KNN, k = 3 - Train diagonal"
0.15100000000000002,8,"KNN, k = 3 - Test diagonal"
0.06399999999999995,8,"KNN, k = 3 - Train paralelo"
0.13570000000000004,8,"KNN, k = 3 - Test paralelo"
0.07599999999999996,8,"KNN, k = 3 - Train diagonal"
0.15300000000000002,8,"KNN, k = 3 - Test diagonal"
0.08399999999999996,8,"KNN, k = 3 - Train paralelo"
0.1482,8,"KNN, k = 3 - Test paralelo"
0.08399999999999996,8,"KNN, k = 3 - Train diagonal"
0.133,8,"KNN, k = 3 - Test diagonal"
0.09999999999999998,8,"KNN, k = 3 - Train paralelo"
0.13429999999999997,8,"KNN, k = 3 - Test paralelo"
0.09599999999999997,8,"KNN, k = 3 - Train diagonal"
0.1483,8,"KNN, k = 3 - Test diagonal"
0.05600000000000005,8,"KNN, k = 3 - Train paralelo"
0.13959999999999995,8,"KNN, k = 3 - Test paralelo"
0.07199999999999995,8,"KNN, k = 3 - Train diagonal"
0.13160000000000005,8,"KNN, k = 3 - Test diagonal"
0.06799999999999995,8,"KNN, k = 3 - Train paralelo"
0.14700000000000002,8,"KNN, k = 3 - Test paralelo"
0.04400000000000004,8,"KNN, k = 3 - Train diagonal"
0.15139999999999998,8,"KNN, k = 3 - Test diagonal"
0.040000000000000036,8,"KNN, k = 3 - Train paralelo"
0.14359999999999995,8,"KNN, k = 3 - Test paralelo"
0.06399999999999995,8,"KNN, k = 3 - Train diagonal"
0.14880000000000004,8,"KNN, k = 3 - Test diagonal"
0.12,8,"KNN, k = 3 - Train paralelo"
0.16990000000000005,8,"KNN, k = 3 - Test paralelo"
0.07999999999999996,8,"KNN, k = 3 - Train diagonal"
0.15549999999999997,8,"KNN, k = 3 - Test diagonal"
0.07999999999999996,8,"KNN, k = 3 - Train paralelo"
0.13980000000000004,8,"KNN, k = 3 - Test paralelo"
0.06799999999999995,8,"KNN, k = 3 - Train diagonal"
0.14290000000000003,8,"KNN, k = 3 - Test diagonal"
0.08399999999999996,8,"KNN, k = 3 - Train paralelo"
0.13349999999999995,8,"KNN, k = 3 - Test paralelo"
0.04400000000000004,8,"KNN, k = 3 - Train diagonal"
0.15180000000000005,8,"KNN, k = 3 - Test diagonal"
0.07599999999999996,8,"KNN, k = 3 - Train paralelo"
0.1422,8,"KNN, k = 3 - Test paralelo"
0.05600000000000005,8,"KNN, k = 3 - Train diagonal"
0.13690000000000002,8,"KNN, k = 3 - Test diagonal"
0.06000000000000005,8,"KNN, k = 3 - Train paralelo"
0.14780000000000004,8,"KNN, k = 3 - Test paralelo"
0.07199999999999995,8,"KNN, k = 3 - Train diagonal"
0.14059999999999995,8,"KNN, k = 3 - Test diagonal"
0.07199999999999995,8,"KNN, k = 3 - Train paralelo"
0.13980000000000004,8,"KNN, k = 3 - Test paralelo"
0.04400000000000004,8,"KNN, k = 3 - Train diagonal"
0.13339999999999996,8,"KNN, k = 3 - Test diagonal"
0.08399999999999996,8,"KNN, k = 3 - Train paralelo"
0.1421,8,"KNN, k = 3 - Test paralelo"
0.0,16,"KNN, k = 1 - Train diagonal"
0.21989999999999998,16,"KNN, k = 1 - Test diagonal"
0.0,16,"KNN, k = 1 - Train paralelo"
0.18589999999999995,16,"KNN, k = 1 - Test paralelo"
0.0,16,"KNN, k = 1 - Train diagonal"
0.2288,16,"KNN, k = 1 - Test diagonal"
0.0,16,"KNN, k = 1 - Train paralelo"
0.20109999999999995,16,"KNN, k = 1 - Test paralelo"
0.0,16,"KNN, k = 1 - Train diagonal"
0.20840000000000003,16,"KNN, k = 1 - Test diagonal"
0.0,16,"KNN, k = 1 - Train paralelo"
0.2267,16,"KNN, k = 1 - Test paralelo"
0.0,16,"KNN, k = 1 - Train diagonal"
0.20309999999999995,16,"KNN, k = 1 - Test diagonal"
